code,description,last_updated
GK001007REASONABLE AND NECESSARY ITEM/SERVICE ASSOCIATED WITH A GA OR GZ MODIFIER       ACTUAL ITEM/SERVICE ORDERED                                                                                                               C                                      2002010120080101        N,,2025-11-19 23:10:51
"GL001007MEDICALLY UNNECESSARY UPGRADE PROVIDED INSTEAD OF NON-UPGRADED ITEM, NO CHARGE, UPGRADED ITEM, NO CHARGE                                                                                                                  C                                      2002010120080101        N",,2025-11-19 23:10:51
GL002008NO ADVANCE BENEFICIARY NOTICE (ABN),,2025-11-19 23:10:51
GM001007MULTIPLE PATIENTS ON ONE AMBULANCE TRIP                                         MULTIPLE TRANSPORTS                                                                                                                       C                                      2002010120020101        N,,2025-11-19 23:10:51
GN001007SERVICES DELIVERED UNDER AN OUTPATIENT SPEECH LANGUAGE PATHOLOGY PLAN OF CARE   OP SPEECH LANGUAGE SERVICE                                                                                                                C                                      1999010120030101        N,,2025-11-19 23:10:51
GO001007SERVICES DELIVERED UNDER AN OUTPATIENT OCCUPATIONAL THERAPY PLAN OF CARE        OP OCCUPATIONAL THERAPY SERV                                                                                                              C                                      1999010120030101        N,,2025-11-19 23:10:51
GP001007SERVICES DELIVERED UNDER AN OUTPATIENT PHYSICAL THERAPY PLAN OF CARE            OP PT SERVICES                                                                                                                            C                                      1999010120030101        N,,2025-11-19 23:10:51
GQ001007VIA ASYNCHRONOUS TELECOMMUNICATIONS SYSTEM                                      TELEHEALTH STORE AND FORWARD                                                                                                              C                                      2001100120011001        N,,2025-11-19 23:10:51
GR001007THIS SERVICE WAS PERFORMED IN WHOLE OR IN PART BY A RESIDENT IN A DEPARTMENT OF SERVICE BY VA RESIDENT                                                                                                                    C                                      2006010120060101        N,,2025-11-19 23:10:51
"GR002008VETERANS AFFAIRS MEDICAL CENTER OR CLINIC, SUPERVISED IN ACCORDANCE WITH VA",,2025-11-19 23:10:51
GR003008POLICY,,2025-11-19 23:10:51
GS001007DOSAGE OF ERYTHROPOIETIN STIMULATING AGENT HAS BEEN REDUCED AND MAINTAINED IN   EPO/DARBEPOIETIN REDUCED 25%                           4273.1                                                                             D                                      2006010120130101        N,,2025-11-19 23:10:51
GS002008RESPONSE TO HEMATOCRIT OR HEMOGLOBIN LEVEL,,2025-11-19 23:10:51
GT001007VIA INTERACTIVE AUDIO AND VIDEO TELECOMMUNICATION SYSTEMS                       INTERACTIVETELECOMMUNICATION                                                                                                              D                      0073            1999010119990101        N,,2025-11-19 23:10:51
"GU001007WAIVER OF LIABILITY STATEMENT ISSUED AS REQUIRED BY PAYER POLICY, ROUTINE NOTICELIABILITY WAIVER ROUT NOTICE                                                                                                              C                                      2011010120110101        N",,2025-11-19 23:10:51
GV001007ATTENDING PHYSICIAN NOT EMPLOYED OR PAID UNDER ARRANGEMENT BY THE PATIENT'S     ATTENDING PHYS NOT HOSPICE                             4175-5                                                                             D                                      2002010120020101        N,,2025-11-19 23:10:51
GV002008HOSPICE PROVIDER,,2025-11-19 23:10:51
GW001007SERVICE NOT RELATED TO THE HOSPICE PATIENT'S TERMINAL CONDITION                 SERVICE UNRELATED TO TERM CO                           4175-5                                                                             D                                      2002010120020101        N,,2025-11-19 23:10:51
"GX001007NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY                        VOLUNTARY LIABILITY NOTICE                                                                                                                C                                      2010040120100401        N",,2025-11-19 23:10:51
"GY001007ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY       STATUTORILY EXCLUDED                                                                                                                      S                                      2002010120070701        N",,2025-11-19 23:10:51
"GY002008MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT",,2025-11-19 23:10:51
